ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"37648","Ivan William Fuqua","M",22,175,64,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"37696","Evelyn Pearl Furtsch (-Ojeda)","F",18,158,43,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"37733","Heinrich-Ludwig ""Heinz"" Ftterer","M",25,164,72,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"37745","Savatheda Fynes","F",21,165,64,"Bahamas","BAH","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"37745","Savatheda Fynes","F",25,165,64,"Bahamas","BAH","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"37755","Olga Olegovna Fyodorova-Stulneva","F",21,172,75,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"37859","Fidelis Gadzama","M",20,178,77,"Nigeria","NGR","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"37931","tienne Gailly","M",25,NA,NA,"Belgium","BEL","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Marathon","Bronze"
"37934","Chryste Dionne Gaines","F",25,170,57,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"37934","Chryste Dionne Gaines","F",29,170,57,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"38037","Jean Galfione","M",25,184,82,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Pole Vault","Gold"
"38101","Kimberly Ann ""Kim"" Gallagher","F",20,165,47,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 800 metres","Silver"
"38101","Kimberly Ann ""Kim"" Gallagher","F",24,165,47,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 800 metres","Bronze"
"38373","Diana Gansky (Sachse-)","F",24,184,92,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's Discus Throw","Silver"
"38508","Anier Octavio Garca Ortz","M",24,189,79,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 110 metres Hurdles","Gold"
"38508","Anier Octavio Garca Ortz","M",28,189,79,"Cuba","CUB","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"38583","Ivn Garca Snchez","M",28,182,75,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"38590","Javier Garca Chico","M",26,177,71,"Spain","ESP","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Pole Vault","Bronze"
"38712","Yoel Garca Luis","M",26,181,83,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Triple Jump","Silver"
"38730","Jason John Gardener","M",28,176,75,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"38753","Steven Gardiner","M",20,193,94,"Bahamas","BAH","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"38761","English Gardner","F",24,168,55,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"38764","Keith Alvin Saint Hope Gardner","M",30,175,64,"West Indies Federation","WIF","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"38766","Maureen Angela Jane Gardner (-Dyson)","F",19,172,59,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Athletics","Athletics Women's 80 metres Hurdles","Silver"
"38781","France Gareau (-Foudy)","F",17,167,59,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"38858","John Carlyle ""Johnny"" Garrels","M",22,185,89,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"38858","John Carlyle ""Johnny"" Garrels","M",22,185,89,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Shot Put","Bronze"
"38860","Robert ""Bob"" Garrett","M",20,188,81,"United States","USA","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's High Jump","Silver"
"38860","Robert ""Bob"" Garrett","M",20,188,81,"United States","USA","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's Long Jump","Silver"
"38860","Robert ""Bob"" Garrett","M",20,188,81,"United States","USA","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's Shot Put","Gold"
"38860","Robert ""Bob"" Garrett","M",20,188,81,"United States","USA","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's Discus Throw","Gold"
"38860","Robert ""Bob"" Garrett","M",24,188,81,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Standing Triple Jump","Bronze"
"38860","Robert ""Bob"" Garrett","M",24,188,81,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Shot Put","Bronze"
"39015","Rodion Aksanovich Gataullin","M",22,189,83,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Pole Vault","Silver"
"39029","James F. ""Jimmy"" Gathers","M",22,181,69,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 200 metres","Bronze"
"39035","Justin Alexander Gatlin","M",22,186,80,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 100 metres","Gold"
"39035","Justin Alexander Gatlin","M",22,186,80,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 200 metres","Bronze"
"39035","Justin Alexander Gatlin","M",22,186,80,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"39035","Justin Alexander Gatlin","M",30,186,80,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 100 metres","Bronze"
"39035","Justin Alexander Gatlin","M",34,186,80,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 100 metres","Silver"
"39066","Hartwig Gauder","M",25,186,70,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's 50 kilometres Walk","Gold"
"39066","Hartwig Gauder","M",33,186,70,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 50 kilometres Walk","Bronze"
"39085","Heide-Elke Gaugel (-Hudak)","F",25,167,54,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"39156","Yevgeny Mikhaylovich Gavrilenko","M",25,187,76,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 400 metres Hurdles","Bronze"
"39163","Valentin Aleksandrovich Gavrilov","M",22,191,75,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's High Jump","Bronze"
"39390","Hans-Gnter Geister","M",23,177,73,"Germany","GER","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"39396","Erba Tiki Gelana","F",24,165,48,"Ethiopia","ETH","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Marathon","Gold"
"39472","Paul Louis Marcel Genevay","M",25,174,74,"France","FRA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"39508","Giuseppe Gentile","M",25,190,83,"Italy","ITA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Triple Jump","Bronze"
"39518","Inga Kristina Gentzel (-Dahlgren)","F",20,NA,NA,"Sweden","SWE","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Women's 800 metres","Bronze"
"39535","Nikolaos P. Georgantas","M",24,185,81,"Greece","GRE","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's Discus Throw","Bronze"
"39535","Nikolaos P. Georgantas","M",26,185,81,"Greece","GRE","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Stone Throw","Gold"
"39535","Nikolaos P. Georgantas","M",26,185,81,"Greece","GRE","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Discus Throw","Silver"
"39780","Manfred Germar","M",21,182,74,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"39886","Kim Gevaert","F",30,170,60,"Belgium","BEL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"39944","Jaouad Gharib","M",36,176,66,"Morocco","MAR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Men's Marathon","Silver"
"40155","Giuseppe Gibilisco","M",25,184,78,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's Pole Vault","Bronze"
"40215","Merritt Hayward Giffin","M",20,186,84,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Discus Throw","Silver"
"40257","Alfred Carleton ""A. C."" Gilbert","M",24,170,68,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Pole Vault","Gold"
"40265","Glenroy John Gilbert","M",27,183,79,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"40318","Cyril William Gill","M",26,NA,NA,"Great Britain","GBR","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"40370","Duncan Gillis","M",29,NA,NA,"Canada","CAN","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Hammer Throw","Silver"
"40377","Erwin Gillmeister","M",29,178,70,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"40514","Graham Chater Gipson","M",24,NA,NA,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"40533","Patricia Girard-Lno","F",28,164,51,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 100 metres Hurdles","Bronze"
"40596","Carolina Anna ""Lien"" Gisolf (-Verdam)","F",17,181,69,"Netherlands","NED","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Women's High Jump","Silver"
"40607","Christopher William ""Chris"" Gitsham","M",23,NA,NA,"South Africa","RSA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Marathon","Silver"
"40677","Harvey Edward Glance","M",19,173,67,"United States","USA","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"40816","Edward Chester ""Ed"" Glover","M",21,NA,NA,"United States","USA","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Pole Vault","Bronze"
"40820","Stanley Brooks ""Stan"" Glover","M",20,NA,NA,"Canada","CAN","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"40851","Charles Henry Stuart Gmelin","M",23,NA,NA,"Great Britain","GBR","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's 400 metres","Bronze"
"40942","Beverley Lanita ""Bev"" Goddard-Callender","F",23,170,59,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"40942","Beverley Lanita ""Bev"" Goddard-Callender","F",27,170,59,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"40951","Gaston G. Godel","M",33,NA,NA,"Switzerland","SUI","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 50 kilometres Walk","Silver"
"40969","John Carl Godina","M",24,193,129,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Shot Put","Silver"
"40969","John Carl Godina","M",28,193,129,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Shot Put","Bronze"
"41133","Bla Goldovnyi","M",26,176,78,"Hungary","HUN","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"41160","Dimitrios P. Golemis","M",21,NA,NA,"Greece","GRE","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's 800 metres","Bronze"
"41223","Mariya Vasilyevna Golubnichaya","F",28,167,60,"Soviet Union","URS","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's 80 metres Hurdles","Silver"
"41360","Maria Francisca Philomena ""Mia"" Gommers (-Hoogakkers)","F",29,166,53,"Netherlands","NED","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's 800 metres","Bronze"
"41385","Svetlana Valentinovna Goncharenko (Doronina-)","F",29,173,63,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"41402","Lajos Gnczy (Grn-)","M",19,NA,NA,"Hungary","HUN","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's High Jump","Bronze"
"41402","Lajos Gnczy (Grn-)","M",25,NA,NA,"Hungary","HUN","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's High Jump","Silver"
"41405","Fernand Gonder","M",22,170,65,"France","FRA","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's Pole Vault","Gold"
"41420","Gong Lijiao","F",23,175,105,"China","CHN","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Shot Put","Bronze"
"41433","Tullio Gonnelli","M",23,184,78,"Italy","ITA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"41597","Mara Guadalupe Gonzlez Romero","F",27,162,47,"Mexico","MEX","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 20 kilometres Walk","Silver"
"41634","Ral Gonzlez Rodrguez","M",32,175,64,"Mexico","MEX","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 20 kilometres Walk","Silver"
"41634","Ral Gonzlez Rodrguez","M",32,175,64,"Mexico","MEX","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 50 kilometres Walk","Gold"
"41699","John William Goodman","M",19,NA,NA,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"41715","Gordon Reginald Goodwin","M",28,NA,NA,"Great Britain","GBR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 10 kilometres Walk","Silver"
"41779","Yelena Yegorovna Gorchakova","F",19,167,69,"Soviet Union","URS","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's Javelin Throw","Bronze"
"41779","Yelena Yegorovna Gorchakova","F",31,167,69,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Women's Javelin Throw","Bronze"
"41788","Fortune Everett Gordien","M",25,184,104,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Discus Throw","Bronze"
"41788","Fortune Everett Gordien","M",34,184,104,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Discus Throw","Silver"
"41795","Chrisann Gordon","F",21,168,65,"Jamaica","JAM","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"41810","Lalonde Keida Gordon","M",23,179,83,"Trinidad and Tobago","TTO","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 400 metres","Bronze"
"41810","Lalonde Keida Gordon","M",23,179,83,"Trinidad and Tobago","TTO","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"41888","Reinaldo Berto Gorno","M",33,170,63,"Argentina","ARG","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Marathon","Silver"
"41926","Vladimir Mikhaylovich Goryayev","M",21,182,78,"Soviet Union","URS","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's Triple Jump","Silver"
"41952","Richard Kevan Gosper","M",22,188,77,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"42068","George Henry Goulding","M",26,NA,NA,"Canada","CAN","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 10 kilometres Walk","Gold"
"42069","Grantley Thomas Smart Goulding","M",22,NA,NA,"Great Britain","GBR","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"42086","Edward Orval ""Ned"" Gourdin","M",26,183,79,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Long Jump","Silver"
"42087","Meredith Charles Gourdine (Gouardino-)","M",22,183,76,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's Long Jump","Silver"
"42102","Miltiadis Gouskos","M",NA,NA,NA,"Greece","GRE","1896 Summer",1896,"Summer","Athina","Athletics","Athletics Men's Shot Put","Silver"
"42144","Tatyana Gennadyevna Goyshchik (-Nasonova)","F",28,165,57,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"42158","Robert Karl ""Robbie"" Grabarz","M",24,191,81,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's High Jump","Bronze"
"42247","Stephanie ""Steffi"" Graf (-Zitny)","F",27,170,60,"Austria","AUT","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 800 metres","Silver"
"42269","Glenn Graham","M",20,180,68,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Pole Vault","Silver"
"42278","Kimberly Elaine ""Kim"" Graham (-Miller)","F",25,163,58,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"42280","Lorraine Graham (-Fenton)","F",27,174,59,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 400 metres","Silver"
"42280","Lorraine Graham (-Fenton)","F",27,174,59,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"42289","Timothy Joseph Michael ""Tim"" Graham","M",25,178,65,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"42293","Trevor Graham","M",24,182,71,"Jamaica","JAM","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"42296","Winthrop Graham","M",22,178,72,"Jamaica","JAM","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"42296","Winthrop Graham","M",26,178,72,"Jamaica","JAM","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"42651","Thomas William ""Tommy"" Green","M",38,NA,NA,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 50 kilometres Walk","Gold"
"42662","Charles Edward ""Charlie"" Greene","M",23,173,69,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 100 metres","Bronze"
"42662","Charles Edward ""Charlie"" Greene","M",23,173,69,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"42668","Joseph Tilford Lee ""Joe"" Greene","M",25,183,70,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's Long Jump","Bronze"
"42668","Joseph Tilford Lee ""Joe"" Greene","M",29,183,70,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Long Jump","Bronze"
"42669","Maurice Greene","M",26,176,80,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 100 metres","Gold"
"42669","Maurice Greene","M",26,176,80,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"42669","Maurice Greene","M",30,176,80,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 100 metres","Bronze"
"42669","Maurice Greene","M",30,176,80,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"42737","John Arthur ""Jack"" Gregory","M",25,NA,NA,"Great Britain","GBR","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"42738","Leonard Stuart ""Leon"" Gregory","M",23,NA,NA,"Australia","AUS","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"42872","Delorez Florence Griffith Joyner","F",24,170,57,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's 200 metres","Silver"
"42872","Delorez Florence Griffith Joyner","F",28,170,57,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 100 metres","Gold"
"42872","Delorez Florence Griffith Joyner","F",28,170,57,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 200 metres","Gold"
"42872","Delorez Florence Griffith Joyner","F",28,170,57,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"42872","Delorez Florence Griffith Joyner","F",28,170,57,"United States","USA","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"42878","Cecil Richmond Griffiths","M",19,NA,NA,"Great Britain","GBR","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"42913","Tatiana Grigorieva","F",24,180,64,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's Pole Vault","Silver"
"42993","David Allan Grindley","M",19,188,79,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"43098","Herman Charles Groman","M",21,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 400 metres","Bronze"
"43490","Ivan Gubijan","M",25,172,83,"Yugoslavia","YUG","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Hammer Throw","Silver"
"43631","Ana Gabriela Guevara Espinoza","F",27,173,61,"Mexico","MEX","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 400 metres","Silver"
"43688","Carlette Denise Guidry-White (-Falkquay)","F",23,168,50,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"43688","Carlette Denise Guidry-White (-Falkquay)","F",27,168,50,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"43869","Saida Gunba (-Kikidze)","F",20,168,74,"Soviet Union","URS","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Women's Javelin Throw","Silver"
"43907","Adam Beattie Gunn","M",31,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's All-Around Championship","Silver"
"43909","Charles Edward James ""Charlie"" Gunn","M",34,NA,NA,"Great Britain","GBR","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 10 kilometres Walk","Bronze"
"43923","Sally Jane Janet Gunnell (-Bigg)","F",25,167,58,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 400 metres Hurdles","Gold"
"43923","Sally Jane Janet Gunnell (-Bigg)","F",25,167,58,"Great Britain","GBR","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Women's 4 x 400 metres Relay","Bronze"
"43949","Werner Gnthr","M",27,200,128,"Switzerland","SUI","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's Shot Put","Bronze"
"44045","Ilona Maria Gusenbauer (Majdan-)","F",24,181,67,"Austria","AUT","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's High Jump","Bronze"
"44060","Eduard Viktorovich Gushchin","M",28,192,126,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's Shot Put","Bronze"
"44061","Yuliya Aleksandrovna Gushchina","F",25,174,61,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"44061","Yuliya Aleksandrovna Gushchina","F",25,174,61,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"44061","Yuliya Aleksandrovna Gushchina","F",29,174,61,"Russia","RUS","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"44091","Bo Henning Gustafsson","M",29,175,64,"Sweden","SWE","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 50 kilometres Walk","Silver"
"44201","Robert Allen ""Bob"" Gutowski","M",21,183,68,"United States","USA","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's Pole Vault","Silver"
"44210","Albert Lovejoy Gutterson","M",24,185,82,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Long Jump","Gold"
"44473","Karl-Friedrich Haas","M",20,186,72,"Germany","GER","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"44473","Karl-Friedrich Haas","M",25,186,72,"Germany","GER","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 400 metres","Silver"
"44597","Ehsan Haddadi","M",27,192,120,"Iran","IRI","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's Discus Throw","Silver"
"44773","Charles Archibald ""Archie"" Hahn","M",23,167,64,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 60 metres","Gold"
"44773","Charles Archibald ""Archie"" Hahn","M",23,167,64,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 100 metres","Gold"
"44773","Charles Archibald ""Archie"" Hahn","M",23,167,64,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's 200 metres","Gold"
"44773","Charles Archibald ""Archie"" Hahn","M",25,167,64,"United States","USA","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 100 metres","Gold"
"44993","Arman Hall","M",22,183,75,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"44998","Darnell Kenneth Hall","M",20,183,78,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"45000","David Connolly ""Dave"" Hall","M",25,NA,NA,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's 800 metres","Bronze"
"45004","Ervin Henry ""Erv"" Hall","M",21,183,75,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"45127","William Halpenny","M",29,NA,NA,"Canada","CAN","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's Pole Vault","Bronze"
